Lab Method Name,Documentation,Release Date,PDF Link
Lab 26 Dialkyl Phosphate Metabolites of Organophosphorus Pesticides,[PDF - 220 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l26pp_b_met_organophosphates.pdf
Lab 26 Phenolic Metabolites of Pesticides,[PDF - 155 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l26pp_b_met_phenols.pdf
Lab 28 Dioxins,[PDF - 568 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l28poc_b_met_dioxin_pcb.pdf
Lab 28 PCBs and Persistent Pesticides,[PDF - 1.19 MB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l28poc_b_met_pcb_pesticides.pdf
Lab 34 Bacterial Vaginosis,[PDF - 63 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l34_b_met_bacterial_vaginosis.pdf
Lab 34 Trichomonas,[PDF - 93 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l34_b_met_trichomonas.pdf
Lab 35 Methicillin-Resistant Staphylococcus Aureus,[PDF - 100 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l35_b_met_mrsa.pdf
Lab 36 Syphillis IgG,[PDF - 100 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l36_b_met_syphillis_igg.pdf
Lab 36 Syphillis Rapid Plasma Reagin,[PDF - 96 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l36_b_met_syphillis_rapid_plasma_reagin.pdf
Lab 36 Syphillis Serodia Treponema,[PDF - 86 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l36_b_met_syphillis_serodia_treponema.pdf
Lab 39 Erythrocyte Protoporphyrin,[PDF - 282 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l39_b_met_epp.pdf
Lab 40 Alanine Amino Transferase,[PDF - 88 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_alanine_amino_transferase.pdf
Lab 40 Albumin,[PDF - 87 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_albumin.pdf
Lab 40 Alkalin Phosphatase,[PDF - 89 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_alkaline_phosphatase.pdf
Lab 40 Aspartate Aminotransferase,[PDF - 88 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_aspartate_aminotransferase.pdf
Lab 40 Bicarbonate,[PDF - 87 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_bicarbonate.pdf
Lab 40 Bilirubin,[PDF - 82 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_bilirubin_total.pdf
Lab 40 Blood Urea Nitrogen,[PDF - 81 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_blood_urea_nitrogen.pdf
Lab 40 Calcium,[PDF - 87 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_calcium.pdf
Lab 40 Chloride,[PDF - 87 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_chloride.pdf
Lab 40 Cholesterol,[PDF - 88 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_cholesterol.pdf
Lab 40 Creatinine,[PDF - 84 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_creatinine.pdf
Lab 40 Follicle Stimulating Hormone,[PDF - 79 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_follicle_stimulating_hormone.pdf
Lab 40 Gamma Glutanyl Transferase Sum,[PDF - 79 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_gamma_glutanyl_transferase_sum.pdf
Lab 40 Glucose Serum,[PDF - 77 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_glucose_serum.pdf
Lab 40 Iron (Beckman Synchron),[PDF - 85 KB],February 2008,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40fe_b_met_iron_beckman_synchron.pdf
Lab 40 Iron and TIBC,[PDF - 279 KB],February 2008,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40fe_b_met_iron_tibc_alpkem.pdf
Lab 40 Lactate Dehydrogenase,[PDF - 80 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_lactate_dehydrogenase.pdf
Lab 40 Luteinzing Hormone,[PDF - 80 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_luteinizing_hormone.pdf
Lab 40 Phosphorus,[PDF - 85 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_phosphorus.pdf
Lab 40 Potassium,[PDF - 79 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_potassium.pdf
Lab 40 Protein Total,[PDF - 80 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_protein_total.pdf
Lab 40 SMAC iron,[PDF - 85 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_smac_iron.pdf
Lab 40 Sodium,[PDF - 86 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_sodium.pdf
Lab 40 Thyroid Stimulating Hormone,[PDF - 102 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_tsh.pdf
Lab 40 Thyroxin,[PDF - 118 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40t4_b_met_b_t4.pdf
Lab 40 Triglycerides,[PDF - 80 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_triglycerides.pdf
Lab 40 Uric Acid,[PDF - 82 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/l40_b_met_uric_acid.pdf
Phthalate Monoesters,[PDF - 435 KB],,https://wwwn.cdc.gov/nchs/data/nhanes/public/2001/labmethods/phpypa_b_met_phthalates.pdf
