Lab Method Name,Documentation,Release Date,PDF Link
"Total Triiodothyronine, Total T3 (Collaborative Laboratory Services)",[PDF - 326 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/THYROD_F_met_TT3_CLS.pdf
"Total Triiodothyronine, Total T3 (University of Washington Medical Center)",[PDF - 288 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/THYROD_F_met_TT3.pdf
Trans Fatty Acids,[PDF - 853 KB],April 2016,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/TFA_F_MET.pdf
Transferrin Receptor,[PDF - 191 KB],February 2012,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/TfR_F_met_transferrin_receptor.pdf
Triglycerides (Beckman UniCel® DxC800 Synchron),[PDF - 266 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/BIOPRO_F_met_triglycerides.pdf
Triglycerides (Roche/Hitachi Modular P Chemistry Analyzer),[PDF - 301 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/TRIGLY_F_met.pdf
Trihalomethanes/MTBE/Nitromethane,[PDF - 1.26 MB],February 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/VOCMWB_F_MET.pdf
Two Hour Glucose (OGTT),[PDF - 231 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/OGTT_F_met_Two_Hour_Glucose_ModP.pdf
Uric Acid,[PDF - 244 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/BIOPRO_F_met_uric%20acid.pdf
Urinary Albumin,[PDF - 491 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/ALB_CR_F_met_albumin.pdf
Urinary Creatinine,[PDF - 249 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/ALB_CR_F_met_creatinine.pdf
Urinary Phthalates,[PDF - 1.28 MB],September 2012,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/PHTHTE_F_met.pdf
Urinary Phytoestrogens,[PDF - 711 KB],January 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/Phyto_F_met_phytoestrogens.pdf
Varicella Antibody (gp),[PDF - 85 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/MMRV_F_met_Varicella_gp.pdf
Varicella Antibody (whole cell),[PDF - 88 KB],September 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/MMRV_F_met_Varicella_Whole%20Cell.pdf
Vitamin B6 (pyridoxal 5'-phosphate; 4-pyridoxic acid),[PDF - 983 KB],October 2015,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/Vit_B6_F_MET_VITAMIN_B6.pdf
"Vitamin D (25-Hydroxyvitamin D2, 25-Hydroxyvitamin D3, and 3-epi-25-Hydroxyvitamin D3)",[PDF - 612 KB],October 2015,https://wwwn.cdc.gov/nchs/nhanes/vitamind/analyticalnote.aspx?h=/nchs/data/nhanes/public/2009/labmethods/VID_F_met_Vitamin_D.pdf&t=2009-2010%20Vitamin%20D%20Lab%20Method
Volatile Organic Compounds (VOCs),[PDF - 2.58 MB],April 2017,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/VOCWB_F_MET_Volatile_Organic_Compounds_(VOCs)_Blood.pdf
Whole Blood and Serum Folate,[PDF - 1.33 MB],October 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2009/labmethods/FOLATE_F_met.pdf
