Titulo,Descricao,Nome_Modulo,Documento,Link
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Pesticide Use,[PDF - 31 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/mi_puq_e.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Physical Activity,[PDF - 55 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/mi_paq_e.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Reproductive Health,[PDF - 177 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/mi_rhq_e.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Tobacco,[PDF - 61 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/mi_smq_e.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Volatile Toxicants Use,[PDF - 51 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/mi_vtq_e.pdf
Computer-Assisted Personal Interview (CAPI) Questionnaire,,Weight History,[PDF - 75 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/mi_whq_e.pdf
Special Follow-up Questionnaires,,FCBS Hand Cards,[PDF - 1.12 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/fcbs_handcards_0708.pdf
Special Follow-up Questionnaires,,Flexible Consumer Behavior Survey (FCBS) Module,[PDF - 217 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/fcbs_e.pdf
Special Follow-up Questionnaires,,NHANES Hepatitis C Follow-up,[PDF - 365 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/pf_hcq_03_08.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,24-Hour Dietary Supplement and Antacids Use,[PDF - 169 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/dietarysupl_24hr_e.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,Dietary Recall,[PDF - 74 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/questionnaires/dietaryrecall_e.pdf
Dietary,These questions on dietary intakes and dietary supplement uses are asked to participants after their visits to the mobile examination center through telephone interviews.,,,
