"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT11_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT11_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT11_H","DXXBICRT","DXXBICRT","Amount of biconcave","Amount of biconcave","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXCRURT","DXXCRURT","Amount of UCSF crush","Amount of UCSF crush","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXWDGDE","DXXWDGDE","Percentage of wedge deformity","Percentage of wedge deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.084 to 0.389"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXBICDE","DXXBICDE","Percentage of biconcave deformity","Percentage of biconcave deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.007 to 0.275"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXCRUDE","DXXCRUDE","Percentage of UCSF crush deformity","Percentage of UCSF crush deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.564 to 0.289"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXSPX","DXXSPX","x-coordinate of superior posterior point","x-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXSPY","DXXSPY","y-coordinate of superior posterior point","y-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXSMX","DXXSMX","x-coordinate of superior mid point","x-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXSMY","DXXSMY","y-coordinate of superior mid point","y-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.6 to 307.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXSAX","DXXSAX","x-coordinate of superior anterior point","x-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""253.9 to 898.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXSAY","DXXSAY","y-coordinate of superior anterior point","y-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""83.8 to 352.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXIAX","DXXIAX","x-coordinate of inferior anterior point","x-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""249.5 to 894.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXIAY","DXXIAY","y-coordinate of inferior anterior point","y-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.5 to 394.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXIMX","DXXIMX","x-coordinate of inferior mid point","x-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""241.2 to 884.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXIMY","DXXIMY","y-coordinate of inferior mid point","y-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.1 to 407.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXIPX","DXXIPX","x-coordinate of inferior posterior point","x-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""298 to 938.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXIPY","DXXIPY","y-coordinate of inferior posterior point","y-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""92.7 to 364.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3300"", ""408""]; Cumulative=[""3300"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT0X","DXXPT0X","x-coordinate of first outline point","x-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""306.5 to 949.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT0Y","DXXPT0Y","y-coordinate of first outline point","y-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""54.9 to 296.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT1X","DXXPT1X","x-coordinates of outline points 2","x-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""317.7 to 963"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT1Y","DXXPT1Y","y-coordinates of outline points 2","y-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""122.2 to 361.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT2X","DXXPT2X","x-coordinates of outline points 3","x-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""241.1 to 884.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT2Y","DXXPT2Y","y-coordinates of outline points 3","y-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""128.3 to 365.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT3X","DXXPT3X","x-coordinates of outline points 4","x-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""241.2 to 885.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT3Y","DXXPT3Y","y-coordinates of outline points 4","y-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""134.9 to 371.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT4X","DXXPT4X","x-coordinates of outline points 5","x-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""295.3 to 936.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT4Y","DXXPT4Y","y-coordinates of outline points 5","y-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""135.6 to 369"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT5X","DXXPT5X","x-coordinates of outline points 6","x-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""296.6 to 937.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT5Y","DXXPT5Y","y-coordinates of outline points 6","y-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""52.4 to 293.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT6X","DXXPT6X","x-coordinates of outline points 7","x-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""320.3 to 965.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT6Y","DXXPT6Y","y-coordinates of outline points 7","y-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""52.6 to 293.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT7X","DXXPT7X","x-coordinates of outline points 8","x-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""318 to 963.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT7Y","DXXPT7Y","y-coordinates of outline points 8","y-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.7 to 288.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT8X","DXXPT8X","x-coordinates of outline points 9","x-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""251.9 to 896.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT8Y","DXXPT8Y","y-coordinates of outline points 9","y-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""41.8 to 287.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT9X","DXXPT9X","x-coordinates of outline points 10","x-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""254.3 to 898.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT9Y","DXXPT9Y","y-coordinates of outline points 10","y-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124.9 to 363.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT10X","DXXPT10X","x-coordinates of outline points 11","x-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""240.9 to 884.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT10Y","DXXPT10Y","y-coordinates of outline points 11","y-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""135.6 to 369.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT11X","DXXPT11X","x-coordinates of outline points 12","x-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""296.7 to 936.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT11Y","DXXPT11Y","y-coordinates of outline points 12","y-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""54.9 to 296.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT12X","DXXPT12X","x-coordinates of outline points 13","x-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""317.7 to 963"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT12Y","DXXPT12Y","y-coordinates of outline points 13","y-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.6 to 290.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT13X","DXXPT13X","x-coordinates of outline points 14","x-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""253.9 to 898.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT13Y","DXXPT13Y","y-coordinates of outline points 14","y-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""126.7 to 364.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT14X","DXXPT14X","x-coordinates of outline points 15","x-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""245.4 to 890"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT14Y","DXXPT14Y","y-coordinates of outline points 15","y-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.9 to 363.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT15X","DXXPT15X","x-coordinates of outline points 16","x-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""250.1 to 894.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT15Y","DXXPT15Y","y-coordinates of outline points 16","y-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.5 to 362.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT16X","DXXPT16X","x-coordinates of outline points 17","x-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""255.2 to 898.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT16Y","DXXPT16Y","y-coordinates of outline points 17","y-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.2 to 362.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT17X","DXXPT17X","x-coordinates of outline points 18","x-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""259.7 to 902.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT17Y","DXXPT17Y","y-coordinates of outline points 18","y-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.2 to 363.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT18X","DXXPT18X","x-coordinates of outline points 19","x-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""264.5 to 907.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT18Y","DXXPT18Y","y-coordinates of outline points 19","y-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.2 to 364"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT19X","DXXPT19X","x-coordinates of outline points 20","x-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""269 to 911.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT19Y","DXXPT19Y","y-coordinates of outline points 20","y-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.9 to 364.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT20X","DXXPT20X","x-coordinates of outline points 21","x-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""273.6 to 916.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT20Y","DXXPT20Y","y-coordinates of outline points 21","y-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""126.9 to 365.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT21X","DXXPT21X","x-coordinates of outline points 22","x-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""278.4 to 920.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
