"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPER_F","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 30 YEARS - 150 YEARS",NA,NA
"OHXPER_F","OHX26PCM","OHX26PCM","LOA: Mnd R(LI) MdF FGM-sulcus(mm)","Loss of Attachment: Lower right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3486"", ""600"", ""951""]; Cumulative=[""3486"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26PCS","OHX26PCS","LOA: Mnd R(LI) MF FGM-sulcus(mm)","Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3454"", ""632"", ""951""]; Cumulative=[""3454"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26PCP","OHX26PCP","LOA: Mnd R(LI) DL FGM-sulcus(mm)","Loss of Attachment: Lower right lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3298"", ""788"", ""951""]; Cumulative=[""3298"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26PCL","OHX26PCL","LOA: Mnd R(LI) MdL FGM-sulcus(mm)","Loss of Attachment: Lower right lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3345"", ""741"", ""951""]; Cumulative=[""3345"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26PCA","OHX26PCA","LOA: Mnd R(LI) ML FGM-sulcus(mm)","Loss of Attachment: Lower right lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3260"", ""826"", ""951""]; Cumulative=[""3260"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26LAD","OHX26LAD","LOA: Mnd R(LI) DF calculated AL(mm)","Loss of Attachment: Lower right lateral incisor (LI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 15"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3380"", ""706"", ""951""]; Cumulative=[""3380"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26LAM","OHX26LAM","LOA: Mnd R(LI) MdF calculated AL(mm)","Loss of Attachment: Lower right lateral incisor (LI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3486"", ""600"", ""951""]; Cumulative=[""3486"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26LAS","OHX26LAS","LOA: Mnd R(LI) MF calculated AL(mm)","Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3454"", ""632"", ""951""]; Cumulative=[""3454"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26LAP","OHX26LAP","LOA: Mnd R(LI) DL calculated AL(mm)","Loss of Attachment: Lower right lateral incisor (LI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3298"", ""788"", ""951""]; Cumulative=[""3298"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26LAL","OHX26LAL","LOA: Mnd R(LI) MdL calculated AL(mm)","Loss of Attachment: Lower right lateral incisor (LI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3345"", ""741"", ""951""]; Cumulative=[""3345"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX26LAA","OHX26LAA","LOA: Mnd R(LI) ML calculated AL(mm)","Loss of Attachment: Lower right lateral incisor (LI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3260"", ""826"", ""951""]; Cumulative=[""3260"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27CJD","OHX27CJD","LOA: Mnd R(C) DF FGM-CEJ(mm)","Loss of Attachment: Lower right cuspid (C) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3582"", ""504"", ""951""]; Cumulative=[""3582"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27CJM","OHX27CJM","LOA: Mnd R(C) MdF FGM-CEJ(mm)","Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3599"", ""487"", ""951""]; Cumulative=[""3599"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27CJS","OHX27CJS","LOA: Mnd R(C) MF FGM-CEJ(mm)","Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3554"", ""532"", ""951""]; Cumulative=[""3554"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27CJP","OHX27CJP","LOA: Mnd R(C) DL FGM-CEJ(mm)","Loss of Attachment: Lower right cuspid (C) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3500"", ""586"", ""951""]; Cumulative=[""3500"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27CJL","OHX27CJL","LOA: Mnd R(C) MdL FGM-CEJ(mm)","Loss of Attachment: Lower right cuspid (C) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3488"", ""598"", ""951""]; Cumulative=[""3488"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27CJA","OHX27CJA","LOA: Mnd R(C) ML FGM-CEJ(mm)","Loss of Attachment: Lower right cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3243"", ""843"", ""951""]; Cumulative=[""3243"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27PCD","OHX27PCD","LOA: Mnd R(C) DF FGM-sulcus(mm)","Loss of Attachment: Lower right cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3582"", ""504"", ""951""]; Cumulative=[""3582"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27PCM","OHX27PCM","LOA: Mnd R(C) MdF FGM-sulcus(mm)","Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3599"", ""487"", ""951""]; Cumulative=[""3599"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27PCS","OHX27PCS","LOA: Mnd R(C) MF FGM-sulcus(mm)","Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3554"", ""532"", ""951""]; Cumulative=[""3554"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27PCP","OHX27PCP","LOA: Mnd R(C) DL FGM-sulcus(mm)","Loss of Attachment: Lower right cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3500"", ""586"", ""951""]; Cumulative=[""3500"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27PCL","OHX27PCL","LOA: Mnd R(C) MdL FGM-sulcus(mm)","Loss of Attachment: Lower right lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3488"", ""598"", ""951""]; Cumulative=[""3488"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27PCA","OHX27PCA","LOA: Mnd R(C) ML FGM-sulcus(mm)","Loss of Attachment: Lower right cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3243"", ""843"", ""951""]; Cumulative=[""3243"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27LAD","OHX27LAD","LOA: Mnd R(C) DF calculated AL(mm)","Loss of Attachment: Lower right cuspid (C) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 14"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3582"", ""504"", ""951""]; Cumulative=[""3582"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27LAM","OHX27LAM","LOA: Mnd R(C) MdF calculated AL(mm)","Loss of Attachment: Lower right cuspid (C) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3599"", ""487"", ""951""]; Cumulative=[""3599"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27LAS","OHX27LAS","LOA: Mnd R(C) MF calculated AL(mm)","Loss of Attachment: Lower right cuspid (C) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3554"", ""532"", ""951""]; Cumulative=[""3554"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27LAP","OHX27LAP","LOA: Mnd R(C) DL calculated AL(mm)","Loss of Attachment: Lower right cuspid (C) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3500"", ""586"", ""951""]; Cumulative=[""3500"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27LAL","OHX27LAL","LOA: Mnd R(C) MdL calculated AL(mm)","Loss of Attachment: Lower right cuspid (C) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3488"", ""598"", ""951""]; Cumulative=[""3488"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX27LAA","OHX27LAA","LOA: Mnd R(C) ML calculated AL(mm)","Loss of Attachment: Lower right cuspid (C) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3243"", ""843"", ""951""]; Cumulative=[""3243"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28CJD","OHX28CJD","LOA: Mnd R(1B) DF FGM-CEJ(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3268"", ""818"", ""951""]; Cumulative=[""3268"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28CJM","OHX28CJM","LOA: Mnd R(1B) MdF FGM-CEJ(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-9 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3272"", ""814"", ""951""]; Cumulative=[""3272"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28CJS","OHX28CJS","LOA: Mnd R(1B) MF FGM-CEJ(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3256"", ""830"", ""951""]; Cumulative=[""3256"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28CJP","OHX28CJP","LOA: Mnd R(1B) DL FGM-CEJ(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3252"", ""834"", ""951""]; Cumulative=[""3252"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28CJL","OHX28CJL","LOA: Mnd R(1B) MdL FGM-CEJ(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3260"", ""826"", ""951""]; Cumulative=[""3260"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28CJA","OHX28CJA","LOA: Mnd R(1B) ML FGM-CEJ(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3227"", ""859"", ""951""]; Cumulative=[""3227"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28PCD","OHX28PCD","LOA: Mnd R(1B) DF FGM-sulcus(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3268"", ""818"", ""951""]; Cumulative=[""3268"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28PCM","OHX28PCM","LOA: Mnd R(1B) MdF FGM-sulcus(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3272"", ""814"", ""951""]; Cumulative=[""3272"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28PCS","OHX28PCS","LOA: Mnd R(1B) MF FGM-sulcus(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3256"", ""830"", ""951""]; Cumulative=[""3256"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28PCP","OHX28PCP","LOA: Mnd R(1B) DL FGM-sulcus(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3252"", ""834"", ""951""]; Cumulative=[""3252"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28PCL","OHX28PCL","LOA: Mnd R(1B) MdL FGM-sulcus(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3260"", ""826"", ""951""]; Cumulative=[""3260"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28PCA","OHX28PCA","LOA: Mnd R(1B) ML FGM-sulcus(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3227"", ""859"", ""951""]; Cumulative=[""3227"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28LAD","OHX28LAD","LOA: Mnd R(1B) DF calculated AL(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3268"", ""818"", ""951""]; Cumulative=[""3268"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28LAM","OHX28LAM","LOA: Mnd R(1B) MdF calculated AL(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 14"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3272"", ""814"", ""951""]; Cumulative=[""3272"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28LAS","OHX28LAS","LOA: Mnd R(1B) MF calculated AL(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3256"", ""830"", ""951""]; Cumulative=[""3256"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28LAP","OHX28LAP","LOA: Mnd R(1B) DL calculated AL(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""99"", ""."", ""0 to 12""]; Value.Description=[""Cannot be assessed"", ""Missing"", ""Range of Values""]; Count=[""834"", ""951"", ""3252""]; Cumulative=[""4086"", ""5037"", ""3252""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28LAL","OHX28LAL","LOA: Mnd R(1B) MdL calculated AL(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3260"", ""826"", ""951""]; Cumulative=[""3260"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX28LAA","OHX28LAA","LOA: Mnd R(1B) ML calculated AL(mm)","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3227"", ""859"", ""951""]; Cumulative=[""3227"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX29CJD","OHX29CJD","LOA: Mnd R(2B) DF FGM-CEJ(mm)","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3132"", ""954"", ""951""]; Cumulative=[""3132"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX29CJM","OHX29CJM","LOA: Mnd R(2B) MdF FGM-CEJ(mm)","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3130"", ""956"", ""951""]; Cumulative=[""3130"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX29CJS","OHX29CJS","LOA: Mnd R(2B) MF FGM-CEJ(mm)","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3125"", ""961"", ""951""]; Cumulative=[""3125"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX29CJP","OHX29CJP","LOA: Mnd R(2B) DL FGM-CEJ(mm)","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3111"", ""975"", ""951""]; Cumulative=[""3111"", ""4086"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
