"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT10_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT10_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT10_H","DXXBICRT","DXXBICRT","Amount of biconcave","Amount of biconcave","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXCRURT","DXXCRURT","Amount of UCSF crush","Amount of UCSF crush","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXWDGDE","DXXWDGDE","Percentage of wedge deformity","Percentage of wedge deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.093 to 0.264"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXBICDE","DXXBICDE","Percentage of biconcave deformity","Percentage of biconcave deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.008 to 0.251"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXCRUDE","DXXCRUDE","Percentage of UCSF crush deformity","Percentage of UCSF crush deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.3 to 0.257"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXSPX","DXXSPX","x-coordinate of superior posterior point","x-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXSPY","DXXSPY","y-coordinate of superior posterior point","y-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", "".""]; Value.Description=[""0"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXSMX","DXXSMX","x-coordinate of superior mid point","x-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXSMY","DXXSMY","y-coordinate of superior mid point","y-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.2 to 275.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXSAX","DXXSAX","x-coordinate of superior anterior point","x-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""185.2 to 825.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXSAY","DXXSAY","y-coordinate of superior anterior point","y-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""79.6 to 312.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXIAX","DXXIAX","x-coordinate of inferior anterior point","x-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""181 to 825.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXIAY","DXXIAY","y-coordinate of inferior anterior point","y-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""114.8 to 347.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXIMX","DXXIMX","x-coordinate of inferior mid point","x-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""173.4 to 821.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXIMY","DXXIMY","y-coordinate of inferior mid point","y-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""116.5 to 357"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXIPX","DXXIPX","x-coordinate of inferior posterior point","x-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""232.5 to 872.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXIPY","DXXIPY","y-coordinate of inferior posterior point","y-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""80.6 to 320.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3302"", ""406""]; Cumulative=[""3302"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT0X","DXXPT0X","x-coordinate of first outline point","x-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""236.9 to 879.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT0Y","DXXPT0Y","y-coordinate of first outline point","y-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.6 to 285.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT1X","DXXPT1X","x-coordinates of outline points 2","x-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""242.3 to 888"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT1Y","DXXPT1Y","y-coordinates of outline points 2","y-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""116 to 351.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT2X","DXXPT2X","x-coordinates of outline points 3","x-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""173.3 to 821.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT2Y","DXXPT2Y","y-coordinates of outline points 3","y-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""119.7 to 352.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT3X","DXXPT3X","x-coordinates of outline points 4","x-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""173.4 to 823"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT3Y","DXXPT3Y","y-coordinates of outline points 4","y-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""122.1 to 363.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT4X","DXXPT4X","x-coordinates of outline points 5","x-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""232.1 to 871"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT4Y","DXXPT4Y","y-coordinates of outline points 5","y-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.4 to 363.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT5X","DXXPT5X","x-coordinates of outline points 6","x-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""231.1 to 871.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT5Y","DXXPT5Y","y-coordinates of outline points 6","y-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""41.6 to 282.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT6X","DXXPT6X","x-coordinates of outline points 7","x-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""244.1 to 890.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT6Y","DXXPT6Y","y-coordinates of outline points 7","y-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.9 to 281.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT7X","DXXPT7X","x-coordinates of outline points 8","x-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""242 to 888.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT7Y","DXXPT7Y","y-coordinates of outline points 8","y-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.9 to 273.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT8X","DXXPT8X","x-coordinates of outline points 9","x-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""182.9 to 823.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT8Y","DXXPT8Y","y-coordinates of outline points 9","y-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""41 to 273"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT9X","DXXPT9X","x-coordinates of outline points 10","x-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""185.2 to 825.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT9Y","DXXPT9Y","y-coordinates of outline points 10","y-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.2 to 351.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT10X","DXXPT10X","x-coordinates of outline points 11","x-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""170.5 to 821.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT10Y","DXXPT10Y","y-coordinates of outline points 11","y-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.9 to 363.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT11X","DXXPT11X","x-coordinates of outline points 12","x-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""232.1 to 871.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT11Y","DXXPT11Y","y-coordinates of outline points 12","y-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.6 to 285.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT12X","DXXPT12X","x-coordinates of outline points 13","x-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""242.3 to 888"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT12Y","DXXPT12Y","y-coordinates of outline points 13","y-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.2 to 275.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT13X","DXXPT13X","x-coordinates of outline points 14","x-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""185.2 to 825.4""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""407"", ""3301""]; Cumulative=[""3708"", ""3301""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT13Y","DXXPT13Y","y-coordinates of outline points 14","y-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.6 to 352.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT14X","DXXPT14X","x-coordinates of outline points 15","x-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""177.8 to 826.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT14Y","DXXPT14Y","y-coordinates of outline points 15","y-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""116.9 to 351.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT15X","DXXPT15X","x-coordinates of outline points 16","x-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""182.5 to 830"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT15Y","DXXPT15Y","y-coordinates of outline points 16","y-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.8 to 351.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT16X","DXXPT16X","x-coordinates of outline points 17","x-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""187 to 834.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT16Y","DXXPT16Y","y-coordinates of outline points 17","y-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.5 to 351.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT17X","DXXPT17X","x-coordinates of outline points 18","x-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""192 to 838.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT17Y","DXXPT17Y","y-coordinates of outline points 18","y-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.6 to 351.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT18X","DXXPT18X","x-coordinates of outline points 19","x-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""197.2 to 843"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT18Y","DXXPT18Y","y-coordinates of outline points 19","y-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.6 to 351.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT19X","DXXPT19X","x-coordinates of outline points 20","x-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""202.5 to 847.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT19Y","DXXPT19Y","y-coordinates of outline points 20","y-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.9 to 352.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT20X","DXXPT20X","x-coordinates of outline points 21","x-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""207.5 to 851.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT20Y","DXXPT20Y","y-coordinates of outline points 21","y-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""116.4 to 353.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT21X","DXXPT21X","x-coordinates of outline points 22","x-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""212.6 to 855.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
