"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXL3_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXL3_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXL3_H","DXXWDGDE","DXXWDGDE","Percentage of wedge deformity","Percentage of wedge deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.198 to 0.229"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXBICDE","DXXBICDE","Percentage of biconcave deformity","Percentage of biconcave deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.039 to 0.405"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXCRUDE","DXXCRUDE","Percentage of UCSF crush deformity","Percentage of UCSF crush deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.467 to 0.349"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXSPX","DXXSPX","x-coordinate of superior posterior point","x-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXSPY","DXXSPY","y-coordinate of superior posterior point","y-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXSMX","DXXSMX","x-coordinate of superior mid point","x-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXSMY","DXXSMY","y-coordinate of superior mid point","y-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.4 to 325.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXSAX","DXXSAX","x-coordinate of superior anterior point","x-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""576 to 1153"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXSAY","DXXSAY","y-coordinate of superior anterior point","y-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""138 to 374.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXIAX","DXXIAX","x-coordinate of inferior anterior point","x-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""580 to 1157.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXIAY","DXXIAY","y-coordinate of inferior anterior point","y-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""180.1 to 424.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXIMX","DXXIMX","x-coordinate of inferior mid point","x-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""575.6 to 1153.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXIMY","DXXIMY","y-coordinate of inferior mid point","y-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.9 to 419.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXIPX","DXXIPX","x-coordinate of inferior posterior point","x-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.8 to 1225.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXIPY","DXXIPY","y-coordinate of inferior posterior point","y-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""140.7 to 370"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT0X","DXXPT0X","x-coordinate of first outline point","x-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.4 to 1225.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT0Y","DXXPT0Y","y-coordinate of first outline point","y-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""95.8 to 320.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT1X","DXXPT1X","x-coordinates of outline points 2","x-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""645.2 to 1226.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT1Y","DXXPT1Y","y-coordinates of outline points 2","y-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""180.1 to 424.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT2X","DXXPT2X","x-coordinates of outline points 3","x-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""575.6 to 1153.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT2Y","DXXPT2Y","y-coordinates of outline points 3","y-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""182.9 to 429.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT3X","DXXPT3X","x-coordinates of outline points 4","x-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""578.2 to 1156.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT3Y","DXXPT3Y","y-coordinates of outline points 4","y-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""183.8 to 426.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT4X","DXXPT4X","x-coordinates of outline points 5","x-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""639.9 to 1223.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT4Y","DXXPT4Y","y-coordinates of outline points 5","y-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.9 to 419.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT5X","DXXPT5X","x-coordinates of outline points 6","x-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.8 to 1225.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT5Y","DXXPT5Y","y-coordinates of outline points 6","y-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""93.8 to 318.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT6X","DXXPT6X","x-coordinates of outline points 7","x-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""646.4 to 1227"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT6Y","DXXPT6Y","y-coordinates of outline points 7","y-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""95.7 to 319.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT7X","DXXPT7X","x-coordinates of outline points 8","x-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""644.3 to 1225.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT7Y","DXXPT7Y","y-coordinates of outline points 8","y-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.3 to 326.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT8X","DXXPT8X","x-coordinates of outline points 9","x-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""573.9 to 1151.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT8Y","DXXPT8Y","y-coordinates of outline points 9","y-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""86.8 to 323.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT9X","DXXPT9X","x-coordinates of outline points 10","x-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""576.7 to 1153.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT9Y","DXXPT9Y","y-coordinates of outline points 10","y-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""181.6 to 427.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT10X","DXXPT10X","x-coordinates of outline points 11","x-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""576.5 to 1154.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT10Y","DXXPT10Y","y-coordinates of outline points 11","y-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""181.8 to 423.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT11X","DXXPT11X","x-coordinates of outline points 12","x-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""641.9 to 1225.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT11Y","DXXPT11Y","y-coordinates of outline points 12","y-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""95.8 to 320.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT12X","DXXPT12X","x-coordinates of outline points 13","x-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""645.2 to 1226.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT12Y","DXXPT12Y","y-coordinates of outline points 13","y-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.4 to 325.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT13X","DXXPT13X","x-coordinates of outline points 14","x-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""576 to 1153"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT13Y","DXXPT13Y","y-coordinates of outline points 14","y-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""181.7 to 427.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT14X","DXXPT14X","x-coordinates of outline points 15","x-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""582.9 to 1161.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT14Y","DXXPT14Y","y-coordinates of outline points 15","y-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""180.2 to 425.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT15X","DXXPT15X","x-coordinates of outline points 16","x-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""587.4 to 1166.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT15Y","DXXPT15Y","y-coordinates of outline points 16","y-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""179.2 to 423.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT16X","DXXPT16X","x-coordinates of outline points 17","x-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""592.1 to 1171.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT16Y","DXXPT16Y","y-coordinates of outline points 17","y-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.4 to 421.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT17X","DXXPT17X","x-coordinates of outline points 18","x-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""597.6 to 1177.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT17Y","DXXPT17Y","y-coordinates of outline points 18","y-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.3 to 420.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT18X","DXXPT18X","x-coordinates of outline points 19","x-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""603.2 to 1183.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT18Y","DXXPT18Y","y-coordinates of outline points 19","y-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.4 to 419.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT19X","DXXPT19X","x-coordinates of outline points 20","x-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""608.4 to 1188.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT19Y","DXXPT19Y","y-coordinates of outline points 20","y-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.3 to 419.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT20X","DXXPT20X","x-coordinates of outline points 21","x-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""614 to 1194.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT20Y","DXXPT20Y","y-coordinates of outline points 21","y-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.4 to 419.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT21X","DXXPT21X","x-coordinates of outline points 22","x-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""619.6 to 1200.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
