"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DXXL1_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXL1_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXL1_H","DXXBICRT","DXXBICRT","Amount of biconcave","Amount of biconcave","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.4 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXCRURT","DXXCRURT","Amount of UCSF crush","Amount of UCSF crush","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXWDGDE","DXXWDGDE","Percentage of wedge deformity","Percentage of wedge deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.061 to 0.506"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXBICDE","DXXBICDE","Percentage of biconcave deformity","Percentage of biconcave deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.007 to 0.559"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXCRUDE","DXXCRUDE","Percentage of UCSF crush deformity","Percentage of UCSF crush deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.405 to 0.317"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXSPX","DXXSPX","x-coordinate of superior posterior point","x-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXSPY","DXXSPY","y-coordinate of superior posterior point","y-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXSMX","DXXSMX","x-coordinate of superior mid point","x-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXSMY","DXXSMY","y-coordinate of superior mid point","y-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.3 to 305.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXSAX","DXXSAX","x-coordinate of superior anterior point","x-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""404.6 to 989.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXSAY","DXXSAY","y-coordinate of superior anterior point","y-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.5 to 345.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXIAX","DXXIAX","x-coordinate of inferior anterior point","x-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""400.5 to 995.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXIAY","DXXIAY","y-coordinate of inferior anterior point","y-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""151.3 to 386"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXIMX","DXXIMX","x-coordinate of inferior mid point","x-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""389.2 to 996.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXIMY","DXXIMY","y-coordinate of inferior mid point","y-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""167.4 to 399.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXIPX","DXXIPX","x-coordinate of inferior posterior point","x-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""456.4 to 1054.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXIPY","DXXIPY","y-coordinate of inferior posterior point","y-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""123.5 to 351.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3294"", ""414""]; Cumulative=[""3294"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT0X","DXXPT0X","x-coordinate of first outline point","x-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""465.6 to 1053.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT0Y","DXXPT0Y","y-coordinate of first outline point","y-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""75 to 318.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT1X","DXXPT1X","x-coordinates of outline points 2","x-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""476.7 to 1056.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT1Y","DXXPT1Y","y-coordinates of outline points 2","y-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""151.3 to 386"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT2X","DXXPT2X","x-coordinates of outline points 3","x-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""389.2 to 996.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT2Y","DXXPT2Y","y-coordinates of outline points 3","y-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""155.2 to 390.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT3X","DXXPT3X","x-coordinates of outline points 4","x-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""390 to 996.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT3Y","DXXPT3Y","y-coordinates of outline points 4","y-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""171.2 to 404.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT4X","DXXPT4X","x-coordinates of outline points 5","x-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""453.6 to 1053.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT4Y","DXXPT4Y","y-coordinates of outline points 5","y-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""167.4 to 399.7""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""417"", ""3291""]; Cumulative=[""3708"", ""3291""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT5X","DXXPT5X","x-coordinates of outline points 6","x-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""456.4 to 1054.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT5Y","DXXPT5Y","y-coordinates of outline points 6","y-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""72.2 to 316.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT6X","DXXPT6X","x-coordinates of outline points 7","x-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""478.1 to 1057.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT6Y","DXXPT6Y","y-coordinates of outline points 7","y-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.8 to 316.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT7X","DXXPT7X","x-coordinates of outline points 8","x-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""476.3 to 1056.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT7Y","DXXPT7Y","y-coordinates of outline points 8","y-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.8 to 305.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT8X","DXXPT8X","x-coordinates of outline points 9","x-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""402.7 to 986.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT8Y","DXXPT8Y","y-coordinates of outline points 9","y-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""60.6 to 303.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT9X","DXXPT9X","x-coordinates of outline points 10","x-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""405.7 to 988.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT9Y","DXXPT9Y","y-coordinates of outline points 10","y-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""153.4 to 388.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT10X","DXXPT10X","x-coordinates of outline points 11","x-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""389.2 to 996.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT10Y","DXXPT10Y","y-coordinates of outline points 11","y-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""169.9 to 402.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT11X","DXXPT11X","x-coordinates of outline points 12","x-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""455.2 to 1054.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT11Y","DXXPT11Y","y-coordinates of outline points 12","y-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""75 to 318.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT12X","DXXPT12X","x-coordinates of outline points 13","x-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""476.7 to 1056.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT12Y","DXXPT12Y","y-coordinates of outline points 13","y-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.3 to 305.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT13X","DXXPT13X","x-coordinates of outline points 14","x-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""404.6 to 989.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT13Y","DXXPT13Y","y-coordinates of outline points 14","y-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""155.3 to 389.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT14X","DXXPT14X","x-coordinates of outline points 15","x-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""395 to 1001.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT14Y","DXXPT14Y","y-coordinates of outline points 15","y-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""154.8 to 388.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT15X","DXXPT15X","x-coordinates of outline points 16","x-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""400.6 to 1005.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT15Y","DXXPT15Y","y-coordinates of outline points 16","y-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""154.7 to 387.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT16X","DXXPT16X","x-coordinates of outline points 17","x-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""406 to 1010"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT16Y","DXXPT16Y","y-coordinates of outline points 17","y-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""154.9 to 386.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT17X","DXXPT17X","x-coordinates of outline points 18","x-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""411.6 to 1014.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT17Y","DXXPT17Y","y-coordinates of outline points 18","y-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""155.4 to 386.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT18X","DXXPT18X","x-coordinates of outline points 19","x-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""417.1 to 1019.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT18Y","DXXPT18Y","y-coordinates of outline points 19","y-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""156.4 to 387.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT19X","DXXPT19X","x-coordinates of outline points 20","x-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""422.6 to 1024.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT19Y","DXXPT19Y","y-coordinates of outline points 20","y-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""157.6 to 389.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT20X","DXXPT20X","x-coordinates of outline points 21","x-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""428.1 to 1029"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT20Y","DXXPT20Y","y-coordinates of outline points 21","y-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""159.4 to 391.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT21X","DXXPT21X","x-coordinates of outline points 22","x-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""433.7 to 1034.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
