"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT4_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT4_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT4_H","DXXBICRT","DXXBICRT","Amount of biconcave","Amount of biconcave","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXCRURT","DXXCRURT","Amount of UCSF crush","Amount of UCSF crush","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.8 to 1.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2979"", ""729""]; Cumulative=[""2979"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXWDGDE","DXXWDGDE","Percentage of wedge deformity","Percentage of wedge deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.111 to 0.29"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXBICDE","DXXBICDE","Percentage of biconcave deformity","Percentage of biconcave deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.08 to 0.287"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXCRUDE","DXXCRUDE","Percentage of UCSF crush deformity","Percentage of UCSF crush deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.712 to 0.239"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2979"", ""729""]; Cumulative=[""2979"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXSPX","DXXSPX","x-coordinate of superior posterior point","x-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXSPY","DXXSPY","y-coordinate of superior posterior point","y-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXSMX","DXXSMX","x-coordinate of superior mid point","x-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXSMY","DXXSMY","y-coordinate of superior mid point","y-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.7 to 258.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXSAX","DXXSAX","x-coordinate of superior anterior point","x-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-41.1 to 427.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXSAY","DXXSAY","y-coordinate of superior anterior point","y-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""102.2 to 291.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXIAX","DXXIAX","x-coordinate of inferior anterior point","x-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8.5 to 440.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXIAY","DXXIAY","y-coordinate of inferior anterior point","y-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""127.9 to 326"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXIMX","DXXIMX","x-coordinate of inferior mid point","x-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""4.2 to 450"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXIMY","DXXIMY","y-coordinate of inferior mid point","y-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117.2 to 316"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXIPX","DXXIPX","x-coordinate of inferior posterior point","x-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45 to 499.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXIPY","DXXIPY","y-coordinate of inferior posterior point","y-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""91.5 to 282.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2995"", ""713""]; Cumulative=[""2995"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT0X","DXXPT0X","x-coordinate of first outline point","x-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""30.4 to 490.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT0Y","DXXPT0Y","y-coordinate of first outline point","y-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.4 to 248.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT1X","DXXPT1X","x-coordinates of outline points 2","x-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""14.8 to 480.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT1Y","DXXPT1Y","y-coordinates of outline points 2","y-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""129.7 to 329.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT2X","DXXPT2X","x-coordinates of outline points 3","x-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""4.2 to 450.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT2Y","DXXPT2Y","y-coordinates of outline points 3","y-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""131.5 to 330.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT3X","DXXPT3X","x-coordinates of outline points 4","x-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""5.2 to 453.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT3Y","DXXPT3Y","y-coordinates of outline points 4","y-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.7 to 323.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT4X","DXXPT4X","x-coordinates of outline points 5","x-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.7 to 499.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT4Y","DXXPT4Y","y-coordinates of outline points 5","y-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.4 to 319.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT5X","DXXPT5X","x-coordinates of outline points 6","x-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.9 to 499.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT5Y","DXXPT5Y","y-coordinates of outline points 6","y-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""60.8 to 245.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT6X","DXXPT6X","x-coordinates of outline points 7","x-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""16.1 to 481.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT6Y","DXXPT6Y","y-coordinates of outline points 7","y-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.3 to 246.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT7X","DXXPT7X","x-coordinates of outline points 8","x-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""12.5 to 480"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT7Y","DXXPT7Y","y-coordinates of outline points 8","y-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.8 to 258"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT8X","DXXPT8X","x-coordinates of outline points 9","x-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-44.8 to 424.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT8Y","DXXPT8Y","y-coordinates of outline points 9","y-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""71.3 to 255.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT9X","DXXPT9X","x-coordinates of outline points 10","x-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-44.5 to 425.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT9Y","DXXPT9Y","y-coordinates of outline points 10","y-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.6 to 330.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT10X","DXXPT10X","x-coordinates of outline points 11","x-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""4 to 451.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT10Y","DXXPT10Y","y-coordinates of outline points 11","y-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.1 to 321.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT11X","DXXPT11X","x-coordinates of outline points 12","x-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.8 to 499.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT11Y","DXXPT11Y","y-coordinates of outline points 12","y-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.4 to 248.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT12X","DXXPT12X","x-coordinates of outline points 13","x-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""14.8 to 480.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT12Y","DXXPT12Y","y-coordinates of outline points 13","y-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.7 to 258.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT13X","DXXPT13X","x-coordinates of outline points 14","x-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-41.1 to 427.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT13Y","DXXPT13Y","y-coordinates of outline points 14","y-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""129.9 to 329"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT14X","DXXPT14X","x-coordinates of outline points 15","x-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""8.5 to 456.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT14Y","DXXPT14Y","y-coordinates of outline points 15","y-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""127.9 to 326.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT15X","DXXPT15X","x-coordinates of outline points 16","x-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""11 to 459.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT15Y","DXXPT15Y","y-coordinates of outline points 16","y-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""126 to 324.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT16X","DXXPT16X","x-coordinates of outline points 17","x-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""13.8 to 462.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT16Y","DXXPT16Y","y-coordinates of outline points 17","y-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124.5 to 323.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT17X","DXXPT17X","x-coordinates of outline points 18","x-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""16.7 to 465.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT17Y","DXXPT17Y","y-coordinates of outline points 18","y-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""123.5 to 322.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT18X","DXXPT18X","x-coordinates of outline points 19","x-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""20.1 to 469.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT18Y","DXXPT18Y","y-coordinates of outline points 19","y-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""122.6 to 321.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT19X","DXXPT19X","x-coordinates of outline points 20","x-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""23.6 to 473.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT19Y","DXXPT19Y","y-coordinates of outline points 20","y-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.8 to 320.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT20X","DXXPT20X","x-coordinates of outline points 21","x-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""27.5 to 477.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT20Y","DXXPT20Y","y-coordinates of outline points 21","y-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.1 to 320.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT4_H","DXXPT21X","DXXPT21X","x-coordinates of outline points 22","x-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""31 to 481.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2992"", ""716""]; Cumulative=[""2992"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
