Lab Method Name,Documentation,Release Date,PDF Link
"Cadmium, Lead, Manganese, Mercury, and Selenium - Blood",[PDF - 3.07 MB],November 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/PBCD-K-PBY-K-R-MET-508.pdf
Chlamydia,[PDF - 680 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/CHLA-K-R-CHLM-K-R-MET-508.pdf
Chromium and Cobalt,[PDF - 1.94 MB],November 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/CRCO-K-MET-508.pdf
Complete Blood Count,[PDF - 11.7 MB],June 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/CBC-K-MET-508.pdf
Cotinine and Hydroxycotinine in Serum,[PDF - 1.64 MB],July 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/COT-K-R-MET-508.pdf
Creatinine,[PDF - 787 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/ALB-CR-K-MET-Urine-Creatinine-508.pdf
Cytomegalovirus (CMV) Serology,[PDF - 684 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/CMV-K-MET-508.pdf
Direct HDL,[PDF - 743 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HDL-K-MET-508.pdf
Ethylene Oxide,[PDF - 2.10 MB],February 2023,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/ETHOX-K-MET-508.pdf
Fatty Acids - RBC,[PDF - 6.68 MB],July 2023,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FAR-K-R-MET-508.pdf
Ferritin,[PDF - 0.98 MB],July 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FERTIN-K-MET-508.pdf
Flame Retardants and OP Pesticides in Urine,[PDF - 1.23 MB],November 2023,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/OPD-K-R-MET-508.pdf
Flame Retardants-Urine,[PDF - 1.40 MB],May 2023,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FR-K-R-MET-508.pdf
Fluoride - Water,[PDF - 1.69 MB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FLDW-K-R-MET-508.pdf
Folate - RBC,[PDF - 1.46 MB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FOLATE-K-MET-508.pdf
Folate Forms - RBCs,[PDF - 2.39 MB],May 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FFMR-K-R-MET-508.pdf
Folate Forms - Total & Individual - Serum,[PDF - 1.96 MB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FOLFMS-K-MET-508.pdf
Follicle-Stimulating Hormone,[PDF - 872 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/TST-K-R-FSH-MET-508.pdf
FT3,[PDF - 791 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/THYROD-K-MET-FT3-508.pdf
FT4,[PDF - 831 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/THYROD-K-MET-FT4-508.pdf
Glycohemoglobin_G8,[PDF - 963 KB],May 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/GHB-K-G8-MET-508.pdf
Glycohemoglobin_Premier,[PDF - 786 KB],May 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/GHB-K-Premier-MET-508.pdf
Hemoglobin Variants,[PDF - 1.37 MB],March 2024,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HBVR-K-R-MET-508.pdf
Hepatitis A Antibody,[PDF - 899 KB],August 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPA-K-HEPATITIS A ANTIBODY-508.pdf
Hepatitis B Core Antibody,[PDF - 906 KB],August 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPBD-K-MET-HEPATITIS-B-CORE-ANTIBODY-508.pdf
Hepatitis B Surface Antibody,[PDF - 914 KB],August 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPB-S-K-HEPATITIS B SURFACE ANTIBODY-508.pdf
Hepatitis B Surface Antigen,[PDF - 1.01 MB],August 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPBD-K-MET-HEPATITIS-B-SURFACE-ANTIGEN-508.pdf
Hepatitis C Antibody / Hepatitis C Confirmatory Test (Anti-HCV),[PDF - 1.04 MB],June 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPC-K-MET-HEPATITIS-C-ANTIBODY-CONFIRMED-508.pdf
Hepatitis C Genotype,[PDF - 878 KB],June 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPC-K-MET-HEPATITIS-C-GENOTYPE-508.pdf
Hepatitis C virus RNA,[PDF - 992 KB],June 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPC-K-MET-HEPATITIS-C-RNA-508.pdf
Hepatitis D Antibody,[PDF - 837 KB],August 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPBD-K-MET-HEPATITIS-D-ANTIBODY-508.pdf
Hepatitis E IgG Antibody,[PDF - 935 KB],August 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPE-K-MET-HEPATITIS-E-IgG-ANTIBODY-508.pdf
Hepatitis E IgM Antibody,[PDF - 918 KB],August 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HEPE-K-MET-HEPATITIS-E-IgM-ANTIBODY-508.pdf
Herpes Simplex Virus,[PDF - 677 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HSV-K-R-HSVA-K-R-MET-508.pdf
HIV Combo,[PDF - 749 KB],July 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HIV-K-R-MET-COMBO-EIA-508.pdf
HIV Multispot,[PDF - 788 KB],July 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HIV-K-R-MET-Geenius-508.pdf
HIV NAT,[PDF - 764 KB],July 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HIV-K-R-MET-APTIMA-508.pdf
HS-CRP,[PDF - 947 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/HSCRP-K-MET-508.pdf
Insulin,[PDF - 805 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/INS-K-MET-508.pdf
"Iodine and Mercury, Urine",[PDF - 2.29 MB],November 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/UIO-UHG-K-MET-508.pdf
"Iodine, Salt",[PDF - 3.29 MB],February 2023,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/IODS-K-R-MET-508.pdf
Iron (Frozen),[PDF - 899 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FETIB-K-MET-Iron-(Frozen)-508.pdf
Luteinizing Hormone,[PDF - 1.08 MB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/TST-K-R-LUH-MET-508.pdf
"Mercury: Inorganic, Ethyl, and Methyl - Blood",[PDF - 1.47 MB],November 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/IHGEM-K-MET-508.pdf
Metals - Urine,[PDF - 7.36 MB],November 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/UM-K-UM-K-R-MET-508.pdf
Mycoplasma Genitalium,[PDF - 736 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/MGEA-K-R-MGEN-K-R-MET-508.pdf
Panel of Steroid Hormones,[PDF - 2.64 MB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/TST-K-R-Hormone-Panel-MET-508.pdf
"Perchlorate, Nitrate, and Thiocyanate - Urine",[PDF - 1.50 MB],September 2023,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/PRNT-K-R-MET-508.pdf
Perfluoroalkyl and Polyfluoroalkyl Substances,[PDF - 1.60 MB],May 2024,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/PFAS-K-Met-508.pdf
Plasma Fasting Glucose,[PDF - 766 KB],May 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/GLU-K-MET-508.pdf
Sex Hormone-Binding Globulin,[PDF - 971 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/TST-K-R-SHBG-MET-508.pdf
Thyroglobulin,[PDF - 802 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/THYROD-K-MET-Thyroglobulin-508.pdf
Thyroglobulin Antibodies,[PDF - 795 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/THYROD-K-MET-Thyroglobulin-Antibodies-508.pdf
Total Cholesterol (Frozen),[PDF - 816 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/TCHOL-K-MET-508.pdf
TPO Antibodies,[PDF - 796 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/THYROD-K-MET-TPO-508.pdf
Trichomonas,[PDF - 684 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/TRIA-K-R-TRIC-K-R-MET-508.pdf
Triglycerides,[PDF - 752 KB],October 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/TRIGLY-K-MET-508.pdf
TSH,[PDF - 749 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/THYROD-K-MET-TSH-508.pdf
TT3,[PDF - 800 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/THYROD-K-MET-TT3-508.pdf
TT4,[PDF - 803 KB],December 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/THYROD-K-MET-TT4-508.pdf
Tuberculosis - Quantiferon TB Gold Plus,[PDF - 1.03 MB],January 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/TB-K-R-MET-508.pdf
UIBC,[PDF - 891 KB],August 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/FETIB-K-MET-UIBC-508.pdf
"Urinary metabolites of Benzene, Furfural, 5-Hydroxymethylfurfural, and N-Methyl-2-pyrrolidone",[PDF - 1.64 MB],September 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/UVOC2-K-MET-508.pdf
Volatile Organic Compound (VOC) Metabolites - Urine,[PDF - 2.49 MB],September 2022,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/UVOC-K-R-MET-508.pdf
Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE,[PDF - 4.94 MB],November 2021,https://wwwn.cdc.gov/nchs/data/nhanes/public/2019/labmethods/VOCWB-K-MET-508.pdf
