Lab Method Name,Documentation,Release Date,PDF Link
Bilirubin,[PDF - 127 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_bilirubin.pdf
Blood Urea Nitrogen (BUN),[PDF - 125 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_blood_urea_nitrogen.pdf
Brominated Flame Retardants (BFRs),[PDF - 1.94 MB],April 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/BFRPOL_G_MET.pdf
"Cadmium, Lead, Manganese, Mercury, and Selenium",[PDF - 855 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/pbcd_g_met_blood-metals.pdf
Caffeine and Caffeine Metabolites - Urine,[PDF - 2.39 MB],January 2020,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/CAFE_G_MET.pdf
Chlamydia trachomatis,[PDF - 119 KB],July 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/chlmda_g_met_chlamydia.pdf
Chloride,[PDF - 129 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_chloride.pdf
Cholesterol,[PDF - 138 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_cholesterol.pdf
Complete Blood Count,[PDF - 7.67 MB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/cbc_g_met_he.pdf
Cotinine,[PDF - 339 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/cot_g_met_cotinine.pdf
Creatine kinase (CPK),[PDF - 132 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_creatine_kinase.pdf
Creatinine,[PDF - 135 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_creatinine.pdf
Cytomegalovirus,[PDF - 40 KB],October 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/cytomegalovirus_cmv_g_met.pdf
Endomysial Antibody Assay (EMA),[PDF - 71 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/tgema_g_met_ema.pdf
Fasting Glucose,[PDF - 137 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/glu_g_met_fasting_glucose.pdf
Fatty Acids - Serum,[PDF - 4.02 MB],January 2019,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/FAS_G_MET.pdf
Folate Vitamers,[PDF - 1.55 MB],May 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/FOLFMS_G_MET.pdf
Free Thyroxine (Free T4),[PDF - 145 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/thyrod_g_met_free_t4.pdf
"Free Triiodothyronine, Free T3",[PDF - 151 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/thyrod_g_met_free_t3.pdf
Gamma-Glutamyl Transferase (GGT),[PDF - 132 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_gamma-glutamyl_transferase.pdf
Glucose,[PDF - 124 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_glucose.pdf
Glycohemoglobin (G7 Glycohemoglobin Analyzer),[PDF - 159 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/ghb_g_met_tosoh_g7.pdf
Glycohemoglobin (G8 Glycohemoglobin Analyzer),[PDF - 237 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/ghb_met_g_tosoh_g8.pdf
HDL- Cholesterol,[PDF - 177 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hdl_g_met_hdl.pdf
Hepatitis A Antibody,[PDF - 304 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hepa_g_met__hepatitis_a_antibody.pdf
Hepatitis B Core Antibody,[PDF - 127 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hepbd_g_met_hepatitis-b-core-antibody.pdf
Hepatitis B Surface Antibody (anti-HBS),[PDF - 138 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hepb_s_g_met_hepatitis-b-surface-antibody.pdf
Hepatitis B Surface Antigen (HBsAg),[PDF - 294 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hepbd_g_met_hepatitis-b-surface-antigen.pdf
Hepatitis C Antibody / Hepatitis C Confirmatory Test (Anti-HCV),[PDF - 278 KB],October 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hepc_g_met_hepatitis_c_antibody_confirmed.pdf
Hepatitis C Genotype,[PDF - 204 KB],October 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hpec_g_met_hepatitis_c_genotype.pdf
Hepatitis C virus RNA,[PDF - 220 KB],October 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hpec_g_met_hepatitis_c_virus_rna.pdf
Hepatitis D Antibody,[PDF - 73 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hepbd_g_met_hepatitis-d-antibody.pdf
Hepatitis E IgG Antibody,[PDF - 138 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hepe_g_met__hepatitis-e-igg-antibody.pdf
Hepatitis E IgM Antibody,[PDF - 139 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hepe_g_met__hepatitis-e_igm-antibody.pdf
Herpes Simplex Virus Type 1 & 2,[PDF - 92 KB],July 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hsv_g_met_herpes_121025.pdf
HIV Antibody / HIV Western Blot Confirmatory Test,[PDF - 175 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/hiv_g_met_eia_wb.pdf
HPV Vaginal Swab Digene High Risk,[PDF - 423 KB],November 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/HPVSWR_G_MET_Digene.pdf
HPV Vaginal Swab Linear Array,[PDF - 846 KB],November 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/HPVSWR_G_MET_LA.pdf
Human Papillomavirus - Oral Rinse,[PDF - 276 KB],February 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/orhpv_g_met.pdf
"Inorganic mercury, Methyl mercury, Ethyl mercury",[PDF - 646 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/ihgem_met_g_mercuryspecies.pdf
Insulin,[PDF - 176 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/INS_G_met_insulin.pdf
Iron,[PDF - 138 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_iron.pdf
Lactate Dehydrogenase,[PDF - 127 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_lactate_dehydrogenase.pdf
Metabolites of phthalates and phthalate alternatives,[PDF - 1.17 MB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/phthte_g_met.pdf
Methylmalonic Acid,[PDF - 973 KB],October 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/MMA_G_MET.pdf
Monohydroxy-Polycyclic Aromatic Hydrocarbons (OH-PAHs),[PDF - 1.42 MB],Updated October 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/pah_g_met.pdf
Monohydroxy-Polycyclic Aromatic Hydrocarbons (OH-PAHs) (Smokers),[PDF - 1.44 MB],Updated October 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/pahs_g_met.pdf
"N,N-diethyl-3-methylbenzamide, N,N-diethyl-3-hydroxymethylbenzamide, and 3-diethyl-carbamoyl benzoic acid",[PDF - 915 KB],March 2017,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/DEET_G_MET.pdf
Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls,[PDF - 2.74 MB],April 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/PCBPOL_G_MET.pdf
OPD,[PDF - 1.18 MB],November 2019,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/OPD_G_MET.pdf
"Perchlorate, Nitrate, and Thiocyanate",[PDF - 442 KB ],December 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/pernt_g_met.pdf
"Perchlorate, Nitrate, and Thiocyanate (Smokers)",[PDF - 470 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/pernts_g_met.pdf
Pesticides - Organochlorine Pesticides,[PDF - 1.79 MB],April 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/PSTPOL_G_MET.pdf
Phosphorus,[PDF - 134 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_phosphorus.pdf
Polychlorinated dibenzo-p-dioxins and furans (PCDD/F) and co-planar polychlorinated biphenyls (cPCB),[PDF - 4.86 MB],July 2023,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/DOXPOL-G-MET-508.pdf
Polyfluoroalkyl Chemicals,[PDF - 1.08 MB],February 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/pfc_g_met.pdf
Potassium,[PDF - 135 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_potassium.pdf
Sodium,[PDF - 140 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_sodium.pdf
Thyroglobulin Antibodies,[PDF - 152 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/thyrod_g_met_thyroglobulin_antibodies.pdf
"Thyroglobulin, (TGN)",[PDF - 136 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/thyrod_g_met_thyroglobin.pdf
Thyroid Peroxidase Antibodies,[PDF - 164 KB],Updated April 2017,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/thyrod_g_met_thyroid_peroxidase_antibodies.pdf
Thyroid Stimulating Hormone (TSH),[PDF - 138 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/thyrod_g_met_tsh.pdf
Tissue Transglutaminase Assay (IgA),[PDF - 73 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/tgema_g_met_ttg.pdf
Total Calcium,[PDF - 126 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_total_calcium.pdf
Total Cholesterol,[PDF - 176 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/tchol_g_met.pdf
Total Protein,[PDF - 143 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_total_protein.pdf
Total Testosterone,[PDF - 449 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/tst_g_met.pdf
"Total Thyroxine, Total T4",[PDF - 145 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/thyrod_g_met_tt4.pdf
"Total Triiodothyronine, Total T3",[PDF - 152 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/thyrod_g_met_tt3.pdf
Triglycerides,[PDF - 126 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_triglycerides.pdf
Triglycerides,[PDF - 178 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/trigly_g_met.pdf
Trihalomethanes/MTBE/Nitromethane,[PDF - 1.25 MB],February 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/VOCMWB_G_MET.pdf
Tuberculosis TB_QFT,[PDF - 117 KB],July 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/tuberculosis-tb_qft_met.pdf
Two-Hour Glucose (OGTT),[PDF - 137 KB],January 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/ogtt_g_met.pdf
UPHOPM,[PDF - 1.44 MB],September 2019,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/UPHOPM_G_MET.pdf
Uric Acid,[PDF - 137 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/biopro_g_met_uric-acid.pdf
Urinary Albumin,[PDF - 224 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/alb_cr_g_met_albumin.pdf
Urinary Albumin - Special Sample,[PDF - 730 KB],August 2016,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/alcr_g_r_met_albumin.pdf
Urinary Creatinine,[PDF - 152 KB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/alb_cr_g_met_creatinine.pdf
Urinary Creatinine - Special Sample,[PDF - 652 KB],August 2016,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/alcr_g_r_met_creatinine.pdf
Urinary Iodine & Mercury,[PDF - 489 KB],October 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/uiouhg_g_met_iodine_mercury.pdf
Vitamin B12,[PDF - 347 KB],March 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/vitb12_g_met.pdf
Volatile Organic Compounds (VOCs) Metabolites,[PDF - 2.82 MB],Updated July 2017,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/UVOC_G_MET_VOC_Metabolites.pdf
Volatile Organic Compounds Whole Blood (VOCs),[PDF - 3.35 MB],April 2017,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/VOCWB_VOCWBS_G_MET_Volatile Organic_Compounds_Whole_Blood(VOCs).pdf
Whole Blood Folate,[PDF - 591 KB],May 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/FOLATE_G_MET.pdf
"Zinc, Copper and Selenium",[PDF - 565 KB],October 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/labmethods/CUSEZN_G_met_serum_elements.pdf
