"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPRL_C","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 13 YEARS - 150 YEARS",NA,NA
"OHXPRL_C","OHAEXSTS","OHAEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Complete"", ""Partial"", ""Not done"", ""Missing""]; Count=[""5050"", ""1194"", ""474"", ""0""]; Cumulative=[""5050"", ""6244"", ""6718"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX30BPS","OHX30BPS","BOP: mesial #30","Periodontal bleeding from probing: Lower right 1st molar-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""182"", ""1805"", ""572"", ""4159""]; Cumulative=[""182"", ""1987"", ""2559"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX29BPD","OHX29BPD","BOP: distal #29","Periodontal bleeding from probing: Lower right 2nd bicuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""235"", ""2015"", ""307"", ""4161""]; Cumulative=[""235"", ""2250"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX29BPM","OHX29BPM","BOP: midfacial #29","Periodontal bleeding from probing: Lower right 2nd bicuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""56"", ""2192"", ""309"", ""4161""]; Cumulative=[""56"", ""2248"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX29BPS","OHX29BPS","BOP: mesial #29","Periodontal bleeding from probing: Lower right 2nd bicuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""148"", ""2016"", ""393"", ""4161""]; Cumulative=[""148"", ""2164"", ""2557"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX28BPD","OHX28BPD","BOP: distal #28","Periodontal bleeding from probing: Lower right 1st bicuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""201"", ""2085"", ""272"", ""4160""]; Cumulative=[""201"", ""2286"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX28BPM","OHX28BPM","BOP: midfacial #28","Periodontal bleeding from probing: Lower right 1st bicuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""59"", ""2248"", ""251"", ""4160""]; Cumulative=[""59"", ""2307"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX28BPS","OHX28BPS","BOP: mesial #28","Periodontal bleeding from probing: Lower right 1st bicuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""127"", ""2175"", ""256"", ""4160""]; Cumulative=[""127"", ""2302"", ""2558"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX27BPD","OHX27BPD","BOP: distal #27","Periodontal bleeding from probing: Lower right cuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probe"", ""No evidence of bleeding following the probing"", ""Can not be assessed"", ""Missing""]; Count=[""204"", ""2176"", ""172"", ""4166""]; Cumulative=[""204"", ""2380"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX27BPM","OHX27BPM","BOP: midfacial #27","Periodontal bleeding from probing: Lower right cuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""94"", ""2368"", ""90"", ""4166""]; Cumulative=[""94"", ""2462"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX27BPS","OHX27BPS","BOP: mesial #27","Periodontal bleeding from probing: Lower right cuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""277"", ""2194"", ""81"", ""4166""]; Cumulative=[""277"", ""2471"", ""2552"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX26BPD","OHX26BPD","BOP: distal #26","Periodontal bleeding from probing: Lower right lateral incisor-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""275"", ""2093"", ""185"", ""4165""]; Cumulative=[""275"", ""2368"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX26BPM","OHX26BPM","BOP: midfacial #26","Periodontal bleeding from probing: Lower right lateral incisor-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""155"", ""2266"", ""132"", ""4165""]; Cumulative=[""155"", ""2421"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX26BPS","OHX26BPS","BOP: mesial #26","Periodontal bleeding from probing: Lower right lateral incisor-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""239"", ""2146"", ""168"", ""4165""]; Cumulative=[""239"", ""2385"", ""2553"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX25BPD","OHX25BPD","BOP: distal #25","Periodontal bleeding from probing: Lower right central incisor-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""241"", ""2147"", ""166"", ""4164""]; Cumulative=[""241"", ""2388"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX25BPM","OHX25BPM","BOP: midfacial #25","Periodontal bleeding from probing: Lower right central incisor-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""123"", ""2262"", ""169"", ""4164""]; Cumulative=[""123"", ""2385"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRL_C","OHX25BPS","OHX25BPS","BOP: mesial #25","Periodontal bleeding from probing: Lower right central incisor-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""214"", ""2126"", ""214"", ""4164""]; Cumulative=[""214"", ""2340"", ""2554"", ""6718""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
