"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DXXT7_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT7_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT7_H","DXXPT0X","DXXPT0X","x-coordinate of first outline point","x-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""123.4 to 683"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT0Y","DXXPT0Y","y-coordinate of first outline point","y-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.1 to 220.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT1X","DXXPT1X","x-coordinates of outline points 2","x-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""127.9 to 674.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT1Y","DXXPT1Y","y-coordinates of outline points 2","y-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""104.8 to 297.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT2X","DXXPT2X","x-coordinates of outline points 3","x-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""77.7 to 640.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT2Y","DXXPT2Y","y-coordinates of outline points 3","y-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.8 to 297.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT3X","DXXPT3X","x-coordinates of outline points 4","x-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""78.2 to 643.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT3Y","DXXPT3Y","y-coordinates of outline points 4","y-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.2 to 299.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT4X","DXXPT4X","x-coordinates of outline points 5","x-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""119.2 to 692"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT4Y","DXXPT4Y","y-coordinates of outline points 5","y-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""110.1 to 295.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT5X","DXXPT5X","x-coordinates of outline points 6","x-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""119.9 to 693"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT5Y","DXXPT5Y","y-coordinates of outline points 6","y-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""35.8 to 218.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT6X","DXXPT6X","x-coordinates of outline points 7","x-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.2 to 675"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT6Y","DXXPT6Y","y-coordinates of outline points 7","y-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""36 to 219.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT7X","DXXPT7X","x-coordinates of outline points 8","x-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""127.1 to 673.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT7Y","DXXPT7Y","y-coordinates of outline points 8","y-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""37.3 to 225.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT8X","DXXPT8X","x-coordinates of outline points 9","x-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""70.2 to 610.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT8Y","DXXPT8Y","y-coordinates of outline points 9","y-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""35.6 to 223.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT9X","DXXPT9X","x-coordinates of outline points 10","x-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""72 to 611.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT9Y","DXXPT9Y","y-coordinates of outline points 10","y-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106.2 to 297.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT10X","DXXPT10X","x-coordinates of outline points 11","x-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""77.7 to 642"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT10Y","DXXPT10Y","y-coordinates of outline points 11","y-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""111.6 to 297.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT11X","DXXPT11X","x-coordinates of outline points 12","x-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""119.6 to 692.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT11Y","DXXPT11Y","y-coordinates of outline points 12","y-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.1 to 220.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT12X","DXXPT12X","x-coordinates of outline points 13","x-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""127.9 to 674.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT12Y","DXXPT12Y","y-coordinates of outline points 13","y-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.5 to 226.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT13X","DXXPT13X","x-coordinates of outline points 14","x-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""72.7 to 612.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT13Y","DXXPT13Y","y-coordinates of outline points 14","y-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108 to 296.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT14X","DXXPT14X","x-coordinates of outline points 15","x-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""81.6 to 645.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT14Y","DXXPT14Y","y-coordinates of outline points 15","y-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.5 to 294.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT15X","DXXPT15X","x-coordinates of outline points 16","x-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""84.6 to 649.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT15Y","DXXPT15Y","y-coordinates of outline points 16","y-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.2 to 293.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT16X","DXXPT16X","x-coordinates of outline points 17","x-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""88 to 652.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT16Y","DXXPT16Y","y-coordinates of outline points 17","y-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107 to 292.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT17X","DXXPT17X","x-coordinates of outline points 18","x-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""91.5 to 657.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT17Y","DXXPT17Y","y-coordinates of outline points 18","y-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107 to 292.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT18X","DXXPT18X","x-coordinates of outline points 19","x-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""95.1 to 661.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT18Y","DXXPT18Y","y-coordinates of outline points 19","y-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.1 to 293"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT19X","DXXPT19X","x-coordinates of outline points 20","x-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99 to 665.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT19Y","DXXPT19Y","y-coordinates of outline points 20","y-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.3 to 293.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT20X","DXXPT20X","x-coordinates of outline points 21","x-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""102.8 to 670.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT20Y","DXXPT20Y","y-coordinates of outline points 21","y-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.5 to 293.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT7_H","DXXPT21X","DXXPT21X","x-coordinates of outline points 22","x-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106.1 to 674.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3241"", ""467""]; Cumulative=[""3241"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
