"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPRU_B","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 13 YEARS - 150 YEARS",NA,NA
"OHXPRU_B","OHAEXSTS","OHAEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Complete"", ""Partial"", ""Not done"", ""Missing""]; Count=[""5488"", ""1147"", ""495"", ""0""]; Cumulative=[""5488"", ""6635"", ""7130"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX14BPS","OHX14BPS","BOP: mesial #14","Periodontal bleeding from probing: Upper left 1st molar-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""550"", ""1719"", ""524"", ""4337""]; Cumulative=[""550"", ""2269"", ""2793"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX13BPD","OHX13BPD","BOP: distal #13","Periodontal bleeding from probing: Upper left 2nd bicuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""533"", ""1846"", ""412"", ""4339""]; Cumulative=[""533"", ""2379"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX13BPM","OHX13BPM","BOP: midfacial #13","Periodontal bleeding from probing: Upper left 2nd bicuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""124"", ""2219"", ""449"", ""4338""]; Cumulative=[""124"", ""2343"", ""2792"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX13BPS","OHX13BPS","BOP: mesial #13","Periodontal bleeding from probing: Upper left 2nd bicuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""403"", ""1979"", ""409"", ""4339""]; Cumulative=[""403"", ""2382"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX12BPD","OHX12BPD","BOP: distal #12","Periodontal bleeding from probing: Upper left 1st bicuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""387"", ""1932"", ""472"", ""4339""]; Cumulative=[""387"", ""2319"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX12BPM","OHX12BPM","BOP: midfacial #12","Periodontal bleeding from probing: Upper left 1st bicuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""118"", ""2166"", ""507"", ""4339""]; Cumulative=[""118"", ""2284"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX12BPS","OHX12BPS","BOP: mesial #12","Periodontal bleeding from probing: Upper left 1st bicuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""329"", ""1993"", ""469"", ""4339""]; Cumulative=[""329"", ""2322"", ""2791"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX11BPD","OHX11BPD","BOP: distal #11","Periodontal bleeding from probing: Upper left cuspid-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""346"", ""2212"", ""230"", ""4342""]; Cumulative=[""346"", ""2558"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX11BPM","OHX11BPM","BOP: midfacial #11","Periodontal bleeding from probing: Upper left cuspid-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""104"", ""2411"", ""274"", ""4341""]; Cumulative=[""104"", ""2515"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX11BPS","OHX11BPS","BOP: mesial #11"," Periodontal bleeding from probing: Upper left cuspid-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""395"", ""2159"", ""234"", ""4342""]; Cumulative=[""395"", ""2554"", ""2788"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX10BPD","OHX10BPD","BOP: distal #10","Periodontal bleeding from probing: Upper left lateral incisor-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""400"", ""2098"", ""292"", ""4340""]; Cumulative=[""400"", ""2498"", ""2790"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX10BPM","OHX10BPM","BOP: midfacial #10","Periodontal bleeding from probing: Upper left lateral incisor-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""135"", ""2326"", ""329"", ""4340""]; Cumulative=[""135"", ""2461"", ""2790"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX10BPS","OHX10BPS","BOP: mesial #10"," Periodontal bleeding from probing: Upper left lateral incisor-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""335"", ""2158"", ""297"", ""4340""]; Cumulative=[""335"", ""2493"", ""2790"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX09BPD","OHX09BPD","BOP: distal #9","Periodontal bleeding from probing: Upper left central incisor-distal site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""344"", ""2199"", ""246"", ""4341""]; Cumulative=[""344"", ""2543"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX09BPM","OHX09BPM","BOP: midfacial #9","Periodontal bleeding from probing: Upper left central incisor-midfacial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Can not be assessed"", ""Missing""]; Count=[""124"", ""2385"", ""280"", ""4341""]; Cumulative=[""124"", ""2509"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPRU_B","OHX09BPS","OHX09BPS","BOP: mesial #9","Periodontal bleeding from probing: Upper left central incisor-mesial site","Both males and females 13 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""9"", "".""]; Value.Description=[""Bleeding is detected following the probing"", ""No evidence of bleeding following the probing"", ""Cannot be assessed"", ""Missing""]; Count=[""191"", ""2351"", ""247"", ""4341""]; Cumulative=[""191"", ""2542"", ""2789"", ""7130""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
